coin,ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
ETH,1.571,53.4,0.0,1,2.97,1
ETH,2.214,53.4,10.65,198,2.97,3
ETH,1.649,55.3,25.55,537,2.97,3
ETH,1.238,59.9,5.8,146,2.97,3
ETH,1.638,65.7,0.34,17,2.97,1
ETH,2.008,63.9,1.61,26,2.97,2
ETH,2.49,64.4,6.79,101,2.97,3
ETH,2.79,65.2,0.67,9,2.97,1
ETH,3.624,70.0,0.62,24,2.97,1
ETH,3.188,57.3,15.08,399,2.97,3
ETH,1.031,55.8,0.88,8,2.97,1
ETH,1.416,53.9,81.0,32444,2.97,3
ETH,4.299,52.0,7.87,110,2.97,3
ETH,2.247,52.0,0.02,8,2.97,1
ETH,2.605,52.0,6.8,370,2.97,3
ETH,2.293,61.8,17.32,593,2.97,3
SOL,,,0.0,1,2.97,1
SOL,,,2.85,3,2.97,2
SOL,,,0.0,1,2.97,1
SOL,,,0.0,1,2.97,1
SOL,,,0.0,1,2.97,1
SOL,,,7.03,5,2.97,3
SOL,,,0.0,1,2.97,1
SOL,,,0.0,1,2.97,1
SOL,,,2.57,3,2.97,3
SOL,,,0.0,1,2.97,1
SOL,,,6.23,18,2.97,3
SOL,,,0.0,1,2.97,1
SOL,,,8.95,4,2.97,3
SOL,,,0.7,2,2.97,1
SOL,,,0.99,2,2.97,1
SOL,,,26.91,353,2.97,3
SOL,,,2.46,5,2.97,2
SOL,,,0.0,1,2.97,1
SOL,,,6.81,33,2.97,3
SOL,,,0.18,2,2.97,1
SOL,,,0.0,1,2.97,1
SOL,,,0.0,1,2.97,1
SOL,,,1.56,5,2.97,2
SOL,,,8.06,24,2.97,3
SOL,,,2.01,3,2.97,2
SOL,,,2.91,4,2.97,2
SOL,,,78.25,3687,2.97,3
SOL,4.683,68.1,12.89,62,2.97,3
SOL,3.047,67.1,11.59,19,2.97,3
SOL,2.376,57.0,2.52,14,2.97,2
SOL,2.483,57.0,4.81,21,2.97,3
SOL,2.268,59.8,1.38,4,2.97,2
SOL,2.519,59.8,0.27,2,2.97,1
SOL,2.538,59.8,1.5,12,2.97,2
SOL,2.861,58.7,1.29,6,2.97,2
SOL,2.904,58.7,4.03,34,2.97,3
SOL,2.969,59.5,1.31,8,2.97,2
SOL,2.099,55.1,4.49,42,2.97,3
SOL,2.172,55.1,1.15,22,2.97,2
SOL,2.322,54.8,3.1,41,2.97,3
SOL,2.502,55.7,7.13,39,2.97,3
SOL,2.731,53.8,0.0,1,2.97,1
