ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
0,50.0,1.94,23,2.97,2
0,50.0,2.25,45,2.97,2
0,50.0,1.17,11,2.97,2
0,50.0,2.99,31,2.97,3
0,50.0,1.17,8,2.97,2
0,50.0,0.35,9,2.97,1
0,50.0,0.6,29,2.97,1
0,50.0,5.24,47,2.97,3
0,50.0,1.12,7,2.97,1
0,50.0,2.95,50,2.97,2
