timestamp,equity,dd_pct
1775347200000,9998.6,0.014
1775350800000,10006.02,0.0
1775354400000,10030.14,0.0
1775358000000,10030.14,0.0
1775361600000,10019.01,0.111
1775365200000,10020.86,0.0925
1775368800000,9955.93,0.7398
1775372400000,9948.68,0.8122
1775376000000,9980.64,0.4935
1775379600000,10023.26,0.0685
1775383200000,9969.99,0.5997
1775386800000,9980.64,0.4935
1775390400000,9940.68,0.8918
1775394000000,9882.08,1.4761
1775397600000,9922.04,1.0777
1775401200000,9935.36,0.9449
1775404800000,9900.73,1.2902
1775408400000,9927.37,1.0246
1775412000000,9948.68,0.8122
1775415600000,9951.34,0.7856
1775419200000,9999.29,0.3076
1775422800000,9980.64,0.4935
1775426400000,10175.1,0.0
1775430000000,10237.94,0.0
1775433600000,10236.54,0.0137
1775437200000,10216.58,0.2087
1775440800000,10281.91,0.0
1775444400000,10345.43,0.0
1775448000000,10404.5,0.0
1775451600000,10403.1,0.0135
1775455200000,10366.18,0.3682
1775458800000,10401.34,0.0304
1775462400000,10461.11,0.0
1775466000000,10520.87,0.0
1775469600000,10571.06,0.0
1775473200000,10569.66,0.0132
1775476800000,10564.45,0.0625
1775480400000,10602.65,0.0
1775484000000,10592.23,0.0983
1775487600000,10548.82,0.5077
1775491200000,10560.97,0.3931
1775494800000,10519.3,0.7862
1775498400000,10541.87,0.5732
1775502000000,10478.1,1.1747
1775505600000,10503.05,0.9394
1775509200000,10423.21,1.6925
1775512800000,10338.37,2.4926
1775516400000,10397.15,1.9382
1775520000000,10362.61,2.264
1775523600000,10299.8,2.8564
1775527200000,10359.47,2.2936
1775530800000,10362.61,2.264
1775534400000,10390.87,1.9974
1775538000000,10368.89,2.2048
1775541600000,10321.78,2.649
1775545200000,10356.32,2.3232
1775548800000,10519.62,0.7831
1775552400000,10525.9,0.7239
1775556000000,10400.29,1.9086
1775559600000,10384.59,2.0567
1775563200000,10293.52,2.9156
1775566800000,10299.8,2.8564
1775570400000,10353.18,2.3529
1775574000000,10425.41,1.6716
1775577600000,10337.48,2.501
1775581200000,10368.89,2.2048
1775584800000,10340.62,2.4713
1775588400000,10538.46,0.6054
1775592000000,10541.6,0.5758
1775595600000,10868.48,0.0
1775599200000,10867.08,0.0129
1775602800000,10872.09,0.0
1775606400000,10875.43,0.0
1775610000000,10927.23,0.0
1775613600000,10938.92,0.0
1775617200000,10913.86,0.2291
1775620800000,10898.82,0.3666
1775624400000,10950.62,0.0
1775628000000,10972.34,0.0
1775631600000,11035.04,0.0
1775635200000,11033.64,0.0127
1775638800000,10959.87,0.6812
1775642400000,10921.48,1.0291
1775646000000,10946.84,0.7993
1775649600000,11018.3,0.1517
1775653200000,10953.75,0.7366
1775656800000,10755.78,2.5307
1775660400000,10813.86,2.0043
1775664000000,10787.73,2.2412
1775667600000,10784.82,2.2675
1775671200000,10642.51,3.5571
1775674800000,10642.51,3.5571
1775678400000,10578.62,4.1361
1775682000000,10506.01,4.7941
1775685600000,10430.5,5.4784
1775689200000,10476.96,5.0573
1775692800000,10386.93,5.8732
1775696400000,10395.64,5.7942
1775700000000,10404.36,5.7153
1775703600000,10415.97,5.61
1775707200000,10386.93,5.8732
1775710800000,10369.5,6.0311
1775714400000,10360.79,6.1101
1775718000000,10401.45,5.7416
1775721600000,10427.59,5.5047
1775725200000,10450.83,5.2942
1775728800000,10474.06,5.0836
1775732400000,10404.36,5.7153
1775736000000,10526.34,4.6099
1775739600000,10511.82,4.7415
1775743200000,10703.5,3.0044
1775746800000,10813.86,2.0043
1775750400000,10726.74,2.7939
1775754000000,10776.11,2.3464
1775757600000,10857.43,1.6095
1775761200000,10831.29,1.8464
1775764800000,10845.81,1.7148
1775768400000,10770.3,2.3991
1775772000000,10688.98,3.136
1775775600000,9896.1,10.3211
1775779200000,9309.43,15.6375
1775782800000,9480.78,14.0847
1775786400000,9512.73,13.7952
1775790000000,9056.75,17.9273
1775793600000,8716.95,21.0066
1775797200000,8876.69,19.5591
1775800800000,8719.85,20.9803
1775804400000,8670.48,21.4277
1775808000000,8673.39,21.4014
1775811600000,8830.22,19.9802
1775815200000,8798.27,20.2697
1775818800000,8693.72,21.2172
1775822400000,8632.72,21.7699
1775826000000,8664.67,21.4804
1775829600000,8902.83,19.3222
1775833200000,8836.03,19.9275
1775836800000,8841.84,19.8749
1775840400000,8876.69,19.5591
1775844000000,8856.36,19.7433
1775847600000,8748.9,20.7171
1775851200000,8676.29,21.3751
1775854800000,8705.33,21.1119
1775858400000,8496.22,23.0069
1775862000000,8519.46,22.7963
1775865600000,8487.51,23.0858
1775869200000,8490.41,23.0595
1775872800000,8670.48,21.4277
1775876400000,8661.77,21.5067
1775880000000,8716.95,21.0066
1775883600000,8632.72,21.7699
1775887200000,8644.34,21.6646
1775890800000,8606.59,22.0067
1775894400000,8635.63,21.7436
1775898000000,8653.06,21.5856
1775901600000,8702.43,21.1382
1775905200000,8786.65,20.375
1775908800000,8731.47,20.875
1775912400000,8667.58,21.454
1775916000000,8708.24,21.0856
1775919600000,8690.81,21.2435
1775923200000,8754.71,20.6645
1775926800000,8696.62,21.1909
1775930400000,8760.51,20.6118
1775934000000,8931.87,19.059
1775937600000,8923.16,19.138
1775941200000,9097.42,17.5588
1775944800000,9085.8,17.6641
1775948400000,8987.05,18.559
1775952000000,8955.1,18.8485
1775955600000,8719.85,20.9803
1775959200000,8722.76,20.954
1775962800000,8673.39,21.4014
1775966400000,8661.77,21.5067
1775970000000,8690.81,21.2435
1775973600000,8603.68,22.0331
1775977200000,8626.92,21.8225
1775980800000,8743.09,20.7698
1775984400000,8757.61,20.6382
1775988000000,8685.0,21.2961
1775991600000,8725.66,20.9277
1775995200000,8650.15,21.612
1775998800000,8653.06,21.5856
1776002400000,8542.69,22.5858
1776006000000,8528.17,22.7174
1776009600000,8548.5,22.5331
1776013200000,8661.77,21.5067
1776016800000,8589.16,22.1647
1776020400000,8632.72,21.7699
1776024000000,8650.15,21.612
1776027600000,8603.68,22.0331
1776031200000,8618.2,21.9015
1776034800000,8565.93,22.3752
1776038400000,8621.11,21.8751
1776042000000,8737.28,20.8224
1776045600000,8580.45,22.2436
1776049200000,8586.26,22.191
1776052800000,8545.6,22.5594
1776056400000,8568.83,22.3489
1776060000000,8629.82,21.7962
1776063600000,8545.6,22.5594
1776067200000,8539.79,22.6121
1776070800000,8560.12,22.4278
1776074400000,8574.64,22.2963
1776078000000,8626.92,21.8225
1776081600000,8644.34,21.6646
1776085200000,8655.96,21.5593
1776088800000,8626.92,21.8225
1776092400000,8414.9,23.7438
1776096000000,8438.14,23.5332
1776099600000,8461.37,23.3227
1776103200000,8481.7,23.1385
1776106800000,8519.46,22.7963
1776110400000,8441.04,23.5069
1776114000000,8525.27,22.7437
1776117600000,8621.11,21.8751
1776121200000,8612.39,21.9541
1776124800000,8461.37,23.3227
1776128400000,8452.66,23.4017
1776132000000,8461.37,23.3227
1776135600000,8484.6,23.1121
1776139200000,8478.8,23.1648
1776142800000,8414.9,23.7438
1776146400000,8397.48,23.9017
1776150000000,8368.43,24.1649
1776153600000,8362.62,24.2175
1776157200000,8356.82,24.2702
1776160800000,8324.87,24.5597
1776164400000,8292.92,24.8492
1776168000000,8211.6,25.5861
1776171600000,8295.82,24.8229
1776175200000,8336.48,24.4544
1776178800000,8229.03,25.4282
1776182400000,8011.2,27.4021
1776186000000,8133.18,26.2967
1776189600000,8028.63,27.2442
1776193200000,8005.39,27.4548
1776196800000,8011.2,27.4021
1776200400000,8054.77,27.0074
1776204000000,7964.73,27.8232
1776207600000,7985.06,27.639
1776211200000,8147.7,26.1652
1776214800000,8208.7,25.6125
1776218400000,8197.08,25.7177
1776222000000,8199.98,25.6914
1776225600000,8188.36,25.7967
1776229200000,8130.28,26.3231
1776232800000,8144.8,26.1915
1776236400000,8095.43,26.6389
1776240000000,8231.93,25.4019
1776243600000,8266.78,25.0861
1776247200000,8249.36,25.244
1776250800000,8231.93,25.4019
1776254400000,8266.78,25.0861
1776258000000,8220.31,25.5072
1776261600000,8185.46,25.823
1776265200000,8194.17,25.744
1776268800000,8173.84,25.9283
1776272400000,8141.9,26.2178
1776276000000,8138.99,26.2441
1776279600000,8162.23,26.0336
1776283200000,8098.33,26.6126
1776286800000,8095.43,26.6389
1776290400000,8080.91,26.7705
1776294000000,8051.86,27.0337
1776297600000,8043.15,27.1126
1776301200000,8040.24,27.139
1776304800000,8069.29,26.8758
1776308400000,8130.28,26.3231
1776312000000,8083.81,26.7442
1776315600000,8066.38,26.9021
1776319200000,8092.52,26.6652
1776322800000,8072.19,26.8494
1776326400000,8011.2,27.4021
1776330000000,8051.86,27.0337
1776333600000,7953.12,27.9285
1776337200000,7987.97,27.6127
1776340800000,8017.01,27.3495
1776344400000,8092.52,26.6652
1776348000000,7953.12,27.9285
1776351600000,8046.05,27.0863
1776355200000,7912.46,28.297
1776358800000,7941.5,28.0338
1776362400000,8083.81,26.7442
1776366000000,8112.85,26.481
1776369600000,8127.37,26.3494
1776373200000,8170.94,25.9546
1776376800000,8208.7,25.6125
1776380400000,8380.05,24.0596
1776384000000,8472.99,23.2174
1776387600000,8458.47,23.349
1776391200000,8342.29,24.4018
1776394800000,8388.76,23.9807
1776398400000,8226.12,25.4545
1776402000000,8182.56,25.8493
1776405600000,8194.17,25.744
1776409200000,8188.36,25.7967
1776412800000,8290.02,24.8755
1776416400000,8319.06,24.6123
1776420000000,8246.45,25.2703
1776423600000,8438.14,23.5332
1776427200000,8400.38,23.8754
1776430800000,8417.81,23.7175
1776434400000,8545.01,22.5647
1776438000000,8639.11,21.712
1776441600000,8752.38,20.6855
1776445200000,8542.98,22.5831
1776448800000,8586.55,22.1883
1776452400000,8642.02,21.6857
1776456000000,8577.54,22.2699
1776459600000,8626.92,21.8225
1776463200000,8650.73,21.6067
1776466800000,8508.42,22.8963
1776470400000,8547.92,22.5384
1776474000000,8391.09,23.9596
1776477600000,8401.83,23.8622
1776481200000,8397.19,23.9043
1776484800000,8404.16,23.8412
1776488400000,8405.03,23.8333
1776492000000,8461.66,23.3201
1776495600000,8455.27,23.378
1776499200000,8384.12,24.0228
1776502800000,8316.74,24.6334
1776506400000,8256.91,25.1756
1776510000000,8239.48,25.3335
1776513600000,8290.6,24.8703
1776517200000,8266.78,25.0861
1776520800000,8285.66,24.915
1776524400000,8269.98,25.0571
1776528000000,8257.49,25.1703
1776531600000,8196.5,25.723
1776535200000,8159.32,26.0599
1776538800000,8195.04,25.7362
1776542400000,8155.55,26.0941
1776546000000,8140.44,26.2309
1776549600000,8182.27,25.852
1776553200000,8185.17,25.8256
1776556800000,8040.54,27.1363
1776560400000,8064.64,26.9179
1776564000000,8025.14,27.2758
1776567600000,8074.52,26.8284
1776571200000,8097.75,26.6178
1776574800000,8034.73,27.189
1776578400000,8032.98,27.2048
1776582000000,8025.14,27.2758
1776585600000,8128.54,26.3389
1776589200000,8111.11,26.4968
1776592800000,8197.66,25.7125
1776596400000,8198.82,25.7019
1776600000000,8232.8,25.394
1776603600000,8274.91,25.0124
1776607200000,8231.06,25.4098
1776610800000,8148.87,26.1546
1776614400000,8169.78,25.9651
1776618000000,8110.24,26.5047
1776621600000,7978.96,27.6943
1776625200000,8042.86,27.1153
1776628800000,8024.27,27.2837
1776632400000,8076.26,26.8126
1776636000000,7986.81,27.6232
1776639600000,7980.13,27.6838
1776643200000,8039.66,27.1442
1776646800000,8076.26,26.8126
1776650400000,8088.17,26.7047
1776654000000,8112.27,26.4862
1776657600000,8048.09,27.0679
1776661200000,8019.62,27.3258
1776664800000,8051.57,27.0363
1776668400000,8136.67,26.2652
1776672000000,8116.34,26.4494
1776675600000,8125.63,26.3652
1776679200000,8153.51,26.1125
1776682800000,8136.09,26.2704
1776686400000,8111.98,26.4889
1776690000000,8064.93,26.9152
1776693600000,8109.37,26.5126
1776697200000,8096.3,26.631
1776700800000,8153.8,26.1099
1776704400000,8235.12,25.3729
1776708000000,8275.2,25.0097
1776711600000,8224.09,25.473
1776715200000,8236.0,25.3651
1776718800000,8189.82,25.7835
1776722400000,8160.77,26.0467
1776726000000,8136.67,26.2652
1776729600000,8111.4,26.4941
1776733200000,8157.29,26.0783
1776736800000,8148.29,26.1599
1776740400000,8147.7,26.1652
1776744000000,8121.57,26.402
1776747600000,8196.79,25.7204
1776751200000,8167.16,25.9888
1776754800000,8183.14,25.8441
1776758400000,8233.67,25.3861
1776762000000,8230.48,25.4151
1776765600000,8224.09,25.473
1776769200000,8265.33,25.0992
1776772800000,8213.63,25.5677
1776776400000,8187.78,25.8019
1776780000000,8143.35,26.2046
1776783600000,8115.76,26.4547
1776787200000,8121.57,26.402
1776790800000,8066.96,26.8968
1776794400000,8094.27,26.6494
1776798000000,8117.5,26.4389
1776801600000,8098.91,26.6073
1776805200000,8139.86,26.2362
1776808800000,8118.37,26.431
1776812400000,8116.63,26.4468
1776816000000,8162.23,26.0336
1776819600000,8069.58,26.8731
1776823200000,8136.38,26.2678
1776826800000,8202.89,25.6651
1776830400000,8192.14,25.7625
1776834000000,8260.97,25.1387
1776837600000,8233.38,25.3887
1776841200000,8205.79,25.6388
1776844800000,8281.3,24.9545
1776848400000,8235.41,25.3703
1776852000000,8163.39,26.023
1776855600000,8217.41,25.5335
1776859200000,8222.35,25.4888
1776862800000,8223.8,25.4756
1776866400000,8224.09,25.473
1776870000000,8109.37,26.5126
1776873600000,8133.47,26.2941
1776877200000,8178.2,25.8888
1776880800000,8256.91,25.1756
1776884400000,8223.8,25.4756
1776888000000,8155.84,26.0915
1776891600000,8166.29,25.9967
1776895200000,8271.72,25.0413
1776898800000,8214.79,25.5572
1776902400000,8159.61,26.0572
1776906000000,8125.92,26.3625
1776909600000,8120.98,26.4073
1776913200000,8037.63,27.1626
1776916800000,8052.15,27.031
1776920400000,8087.29,26.7126
1776924000000,8098.33,26.6126
1776927600000,8071.32,26.8573
1776931200000,8070.16,26.8679
1776934800000,8075.1,26.8231
1776938400000,8039.95,27.1416
1776942000000,8074.81,26.8258
1776945600000,8072.77,26.8442
1776949200000,8095.72,26.6363
1776952800000,8114.3,26.4678
1776956400000,8166.29,25.9967
1776960000000,8183.72,25.8388
1776963600000,8045.18,27.0942
1776967200000,8095.72,26.6363
1776970800000,8097.75,26.6178
1776974400000,8192.72,25.7572
1776978000000,8199.4,25.6967
1776981600000,8311.22,24.6834
1776985200000,8310.64,24.6887
1776988800000,8418.68,23.7096
1776992400000,8329.8,24.5149
1776996000000,8317.61,24.6255
1776999600000,8189.24,25.7888
1777003200000,8120.4,26.4125
1777006800000,8155.84,26.0915
1777010400000,8196.5,25.723
1777014000000,8161.94,26.0362
1777017600000,8205.21,25.644
1777021200000,8144.51,26.1941
1777024800000,8139.57,26.2388
1777028400000,8242.97,25.3019
1777032000000,8241.51,25.315
1777035600000,8253.71,25.2045
1777039200000,8230.19,25.4177
1777042800000,8137.25,26.2599
1777046400000,8191.56,25.7677
1777050000000,8253.13,25.2098
1777053600000,8212.18,25.5809
1777057200000,8312.67,24.6702
1777060800000,8286.24,24.9097
1777064400000,8305.41,24.736
1777068000000,8310.93,24.686
1777071600000,8245.87,25.2756
1777075200000,8235.41,25.3703
1777078800000,8215.08,25.5545
1777082400000,8229.61,25.423
1777086000000,8284.79,24.9229
1777089600000,8263.01,25.1203
1777093200000,8262.42,25.1255
1777096800000,8326.61,24.5439
1777100400000,8328.06,24.5307
1777104000000,8292.63,24.8518
1777107600000,8313.83,24.6597
1777111200000,8326.61,24.5439
1777114800000,8339.1,24.4307
1777118400000,8354.49,24.2912
1777122000000,8340.84,24.4149
1777125600000,8317.61,24.6255
1777129200000,8298.44,24.7992
1777132800000,8269.98,25.0571
1777136400000,8224.38,25.4703
1777140000000,8188.66,25.7941
1777143600000,8195.63,25.7309
1777147200000,8178.78,25.8835
1777150800000,8216.25,25.544
1777154400000,8207.82,25.6203
1777158000000,8210.73,25.594
1777161600000,8199.98,25.6914
1777165200000,8184.3,25.8335
1777168800000,8172.1,25.9441
1777172400000,8179.36,25.8783
1777176000000,8170.94,25.9546
1777179600000,8203.47,25.6598
1777183200000,8209.86,25.6019
1777186800000,8209.28,25.6072
1777190400000,8194.46,25.7414
1777194000000,8181.39,25.8598
1777197600000,8212.76,25.5756
1777201200000,8219.15,25.5177
1777204800000,8197.08,25.7177
1777208400000,8185.75,25.8204
1777212000000,8222.93,25.4835
1777215600000,8258.94,25.1571
1777219200000,8261.84,25.1308
1777222800000,8255.45,25.1887
1777226400000,8270.85,25.0492
1777230000000,8339.1,24.4307
1777233600000,8315.28,24.6465
1777237200000,8312.09,24.6755
1777240800000,8326.03,24.5492
1777244400000,8354.49,24.2912
1777248000000,8367.27,24.1754
1777251600000,8404.74,23.8359
1777255200000,8406.48,23.8201
1777258800000,8434.94,23.5622
1777262400000,8468.63,23.2569
1777266000000,8299.89,24.786
1777269600000,8341.13,24.4123
1777273200000,8267.65,25.0782
1777276800000,8237.16,25.3545
1777280400000,8290.6,24.8703
1777284000000,8296.99,24.8124
1777287600000,8283.63,24.9334
1777291200000,8336.78,24.4518
1777294800000,8322.83,24.5781
1777298400000,8287.69,24.8966
1777302000000,8154.38,26.1046
1777305600000,8160.77,26.0467
1777309200000,8203.76,25.6572
1777312800000,8214.21,25.5624
1777316400000,8200.56,25.6861
1777320000000,8179.65,25.8756
1777323600000,8185.46,25.823
1777327200000,8187.78,25.8019
1777330800000,8228.44,25.4335
1777334400000,8249.94,25.2387
1777338000000,8226.99,25.4466
1777341600000,8233.96,25.3835
1777345200000,8208.11,25.6177
1777348800000,8229.61,25.423
1777352400000,8261.55,25.1334
1777356000000,8244.13,25.2914
1777359600000,8235.41,25.3703
1777363200000,8277.24,24.9913
1777366800000,8294.37,24.836
1777370400000,8235.41,25.3703
1777374000000,8263.88,25.1124
1777377600000,8293.79,24.8413
1777381200000,8319.64,24.6071
1777384800000,8280.43,24.9624
1777388400000,8411.42,23.7754
1777392000000,8570.28,22.3357
1777395600000,8416.06,23.7333
1777399200000,8490.7,23.0569
1777402800000,8529.91,22.7016
1777406400000,8474.15,23.2069
1777410000000,8501.45,22.9595
1777413600000,8472.99,23.2174
1777417200000,8508.71,22.8937
1777420800000,8518.88,22.8016
1777424400000,8539.21,22.6173
1777428000000,8529.62,22.7042
1777431600000,8678.9,21.3514
1777435200000,8672.8,21.4067
1777438800000,8698.07,21.1777
1777442400000,8693.72,21.2172
1777446000000,8652.76,21.5883
1777449600000,8594.39,22.1173
1777453200000,8611.81,21.9594
1777456800000,8664.38,21.483
1777460400000,8559.54,22.4331
1777464000000,8483.15,23.1253
1777467600000,8502.61,22.949
1777471200000,8427.39,23.6306
1777474800000,8359.43,24.2465
1777478400000,8321.96,24.586
1777482000000,8293.79,24.8413
1777485600000,8313.54,24.6623
1777489200000,8330.97,24.5044
1777492800000,8436.68,23.5464
1777496400000,8492.74,23.0385
1777500000000,8462.53,23.3122
1777503600000,8427.39,23.6306
1777507200000,8348.39,24.3465
1777510800000,8384.12,24.0228
1777514400000,8373.08,24.1228
1777518000000,8319.06,24.6123
1777521600000,8300.47,24.7808
1777525200000,8297.28,24.8097
1777528800000,8301.34,24.7729
1777532400000,8309.18,24.7018
1777536000000,8295.82,24.8229
1777539600000,8304.83,24.7413
1777543200000,8282.76,24.9413
1777546800000,8302.79,24.7597
1777550400000,8311.8,24.6781
1777554000000,8321.96,24.586
1777557600000,8240.93,25.3203
1777561200000,8267.07,25.0834
1777564800000,8298.73,24.7966
1777568400000,8271.14,25.0466
1777572000000,8298.73,24.7966
1777575600000,8301.34,24.7729
1777579200000,8303.96,24.7492
1777582800000,8294.66,24.8334
1777586400000,8259.81,25.1492
1777590000000,8245.29,25.2808
1777593600000,8297.57,24.8071
1777597200000,8295.82,24.8229
1777600800000,8301.63,24.7702
1777604400000,8395.15,23.9228
1777608000000,8411.71,23.7728
1777611600000,8386.15,24.0044
1777615200000,8435.81,23.5543
