ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
0,50.0,1.16,14,2.97,1
0,50.0,0.02,4,2.97,1
0,50.0,0.36,7,2.97,1
0,50.0,1.57,12,2.97,2
0,50.0,1.02,7,2.97,1
0,50.0,2.01,26,2.97,2
0,50.0,0.77,8,2.97,1
0,50.0,1.43,12,2.97,1
0,50.0,2.33,16,2.97,2
0,50.0,0.19,3,2.97,1
0,50.0,1.38,12,2.97,2
0,50.0,0.22,2,2.97,1
0,50.0,9.98,175,2.97,3
