ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
0,50.0,2.88,32,2.97,2
0,50.0,5.19,38,2.97,3
0,50.0,5.74,195,2.97,3
0,50.0,1.21,14,2.97,2
0,50.0,0.86,13,2.97,1
0,50.0,8.82,234,2.97,3
2.565,61.6,7.7,201,2.97,3
2.225,66.6,1.67,20,2.97,2
2.898,69.9,1.41,3,2.97,2
2.908,69.9,3.0,17,2.97,3
2.074,52.7,1.07,15,2.97,2
2.399,52.7,35.57,997,2.97,3
1.957,67.6,8.01,35,2.97,3
1.527,59.3,1.08,5,2.97,1
1.794,55.2,12.29,106,2.97,3
2.052,65.7,1.84,10,2.97,2
2.14,65.7,2.44,12,2.97,2
