ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
0,50.0,1.84,77,2.97,2
0,50.0,3.58,33,2.97,3
0,50.0,2.84,32,2.97,2
0,50.0,0.56,8,2.97,1
0,50.0,0.39,3,2.97,1
0,50.0,0.6,3,2.97,1
0,50.0,15.22,555,2.97,3
