ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
0,50.0,2.86,26,2.97,3
0,50.0,4.23,43,2.97,3
0,50.0,6.51,208,2.97,3
0,50.0,0.2,2,2.97,1
0,50.0,0.86,13,2.97,1
0,50.0,9.21,235,2.97,3
2.554,61.6,7.9,214,2.97,3
1.963,69.9,0.7,6,2.97,1
2.898,69.9,1.41,3,2.97,2
2.908,69.9,2.89,18,2.97,3
2.074,52.7,1.23,15,2.97,2
2.399,52.7,35.65,997,2.97,3
1.957,67.6,13.21,148,2.97,3
2.052,65.7,2.08,17,2.97,2
1.887,64.3,1.23,5,2.97,2
