timestamp,equity,cash,open_deals
2026-02-12T20:10:55.500948+00:00,9999.85,9900.0,1
2026-02-12T20:11:49.114820+00:00,9999.77,9900.0,1
2026-02-12T20:21:31.637055+00:00,9999.81,9900.0,1
2026-02-12T20:36:34.224772+00:00,9999.78,9900.0,1
2026-02-12T20:51:37.009998+00:00,9999.43,9900.0,1
2026-02-12T21:06:39.678677+00:00,10000.54,9900.0,1
2026-02-12T21:21:43.220852+00:00,10001.04,9900.0,1
