timestamp,action,symbol,deal_id,price,amount,so_count,cash,equity
2026-02-12T20:10:55.500948+00:00,NEW_DEAL,HYPE/USDT,1,29.550000,100.00,0,9900.00,9999.85
2026-02-17T03:58:36.966975+00:00,OPEN,HYPEUSDT,1,LONG,30.878,19.43,599.96,0,0.00,ACCUMULATION
2026-02-17T03:58:38.091981+00:00,OPEN,HYPEUSDT,2,SHORT,30.872,19.44,600.15,0,0.00,ACCUMULATION
2026-02-17T04:02:10.816888+00:00,OPEN,HYPEUSDT,1,LONG,30.910,19.41,599.96,0,0.00,ACCUMULATION
2026-02-17T04:02:12.000770+00:00,OPEN,HYPEUSDT,2,SHORT,30.904,19.41,599.85,0,0.00,ACCUMULATION
2026-02-17T04:09:56.409115+00:00,OPEN,HYPEUSDT,2,SHORT,30.904,6.43,198.71,0,0.00,ACCUMULATION
2026-02-17T04:09:58.751496+00:00,OPEN,ASTERUSDT,2,SHORT,0.733,247.93,181.73,0,0.00,RANGING
2026-02-17T04:10:00.932880+00:00,OPEN,DOGEUSDT,2,SHORT,0.100,1596.14,159.61,0,0.00,EXTREME
