deal_id,symbol,open_time,close_time,regime,layers,invested,pnl,return_pct,duration_h
29,HBAR/USDT,2025-02-03T00:00:00+00:00,2025-02-04T00:00:00+00:00,SHORT_DCA,1,1989.33,149.3831,7.51,24.0
30,HBAR/USDT,2025-02-05T00:00:00+00:00,2025-02-06T00:00:00+00:00,SHORT_DCA,1,2043.0,78.1104,3.82,24.0
31,HBAR/USDT,2025-02-07T00:00:00+00:00,2025-02-09T00:00:00+00:00,SHORT_DCA,1,2068.47,31.3606,1.52,48.0
32,HBAR/USDT,2025-02-10T00:00:00+00:00,2025-02-13T00:00:00+00:00,SHORT_DCA,1,2078.17,53.9524,2.6,72.0
33,HBAR/USDT,2025-02-14T00:00:00+00:00,2025-02-16T00:00:00+00:00,SHORT_DCA,1,2095.27,88.4656,4.22,48.0
34,HBAR/USDT,2025-02-17T00:00:00+00:00,2025-02-18T00:00:00+00:00,SHORT_DCA,1,2124.39,50.7179,2.39,24.0
35,HBAR/USDT,2025-02-19T00:00:00+00:00,2025-02-21T00:00:00+00:00,SHORT_DCA,2,3638.66,63.1899,1.74,48.0
36,HBAR/USDT,2025-02-22T00:00:00+00:00,2025-02-23T00:00:00+00:00,SHORT_DCA,1,2160.04,49.4624,2.29,24.0
37,HBAR/USDT,2025-02-24T00:00:00+00:00,2025-03-09T00:00:00+00:00,SHORT_DCA,6,6398.84,523.7295,8.18,312.0
38,HBAR/USDT,2025-03-10T00:00:00+00:00,2025-03-13T00:00:00+00:00,SHORT_DCA,3,5185.18,126.7452,2.44,72.0
39,HBAR/USDT,2025-03-14T00:00:00+00:00,2025-03-16T00:00:00+00:00,SHORT_DCA,1,2407.7,74.8586,3.11,48.0
40,HBAR/USDT,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,SHORT_DCA,1,2431.7,36.8038,1.51,24.0
41,HBAR/USDT,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,SHORT_DCA,1,2443.09,86.5043,3.54,24.0
42,HBAR/USDT,2025-03-21T00:00:00+00:00,2025-03-28T00:00:00+00:00,SHORT_DCA,2,4200.87,120.3712,2.87,168.0
43,HBAR/USDT,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,SHORT_DCA,1,2509.48,59.7887,2.38,24.0
44,HBAR/USDT,2025-03-31T00:00:00+00:00,2025-04-02T00:00:00+00:00,SHORT_DCA,2,4298.18,112.8061,2.62,48.0
45,HBAR/USDT,2025-04-03T00:00:00+00:00,2025-04-06T00:00:00+00:00,SHORT_DCA,1,2564.11,269.3497,10.5,72.0
46,HBAR/USDT,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,SHORT_DCA,1,2671.0,103.341,3.87,24.0
47,HBAR/USDT,2025-04-09T00:00:00+00:00,2025-04-13T00:00:00+00:00,SHORT_DCA,2,4598.03,168.091,3.66,96.0
48,HBAR/USDT,2025-04-14T00:00:00+00:00,2025-04-15T00:00:00+00:00,SHORT_DCA,1,2759.31,124.4042,4.51,24.0
49,HBAR/USDT,2025-04-16T00:00:00+00:00,2025-06-05T00:00:00+00:00,SHORT_DCA,10,9071.44,435.5689,4.8,1200.0
50,HBAR/USDT,2025-06-06T00:00:00+00:00,2025-06-12T00:00:00+00:00,SHORT_DCA,4,7462.13,291.7053,3.91,144.0
51,HBAR/USDT,2025-06-13T00:00:00+00:00,2025-06-14T00:00:00+00:00,SHORT_DCA,1,3041.26,73.1043,2.4,24.0
52,HBAR/USDT,2025-06-15T00:00:00+00:00,2025-06-17T00:00:00+00:00,SHORT_DCA,1,3064.33,107.2669,3.5,48.0
53,HBAR/USDT,2025-06-18T00:00:00+00:00,2025-06-20T00:00:00+00:00,SHORT_DCA,1,3099.03,66.1327,2.13,48.0
54,HBAR/USDT,2025-06-21T00:00:00+00:00,2025-06-22T00:00:00+00:00,SHORT_DCA,1,3119.78,92.5294,2.97,24.0
55,HBAR/USDT,2025-06-23T00:00:00+00:00,2025-06-26T00:00:00+00:00,SHORT_DCA,1,3149.35,162.6271,5.16,72.0
56,HBAR/USDT,2025-06-27T00:00:00+00:00,2025-07-01T00:00:00+00:00,SHORT_DCA,2,5447.04,137.8864,2.53,96.0
57,HBAR/USDT,2025-07-02T00:00:00+00:00,2025-07-04T00:00:00+00:00,SHORT_DCA,2,5521.23,127.1996,2.3,48.0
58,HBAR/USDT,2025-07-05T00:00:00+00:00,2025-07-13T00:00:00+00:00,SHORT_DCA,7,10056.88,-4329.5162,-43.05,192.0
59,HBAR/USDT,2025-07-14T00:00:00+00:00,2025-07-17T00:00:00+00:00,LONG_DCA,1,1988.98,333.0773,16.75,72.0
60,HBAR/USDT,2025-07-18T00:00:00+00:00,2025-07-19T00:00:00+00:00,LONG_DCA,1,2088.9,57.0944,2.73,24.0
61,HBAR/USDT,2025-07-20T00:00:00+00:00,2025-07-22T00:00:00+00:00,LONG_DCA,1,2106.03,34.288,1.63,48.0
62,HBAR/USDT,2025-07-23T00:00:00+00:00,2025-07-25T00:00:00+00:00,LONG_DCA,2,3597.73,237.8085,6.61,48.0
63,HBAR/USDT,2025-07-26T00:00:00+00:00,2025-07-27T00:00:00+00:00,LONG_DCA,1,2187.66,93.531,4.28,24.0
64,HBAR/USDT,2025-07-28T00:00:00+00:00,2025-07-31T00:00:00+00:00,LONG_DCA,3,4852.42,-263.0204,-5.42,72.0
65,HBAR/USDT,2025-08-01T00:00:00+00:00,2025-08-02T00:00:00+00:00,SHORT_DCA,1,2136.81,89.1929,4.17,24.0
66,HBAR/USDT,2025-08-03T00:00:00+00:00,2025-08-05T00:00:00+00:00,SHORT_DCA,1,2166.13,75.1869,3.47,48.0
67,HBAR/USDT,2025-08-06T00:00:00+00:00,2025-08-11T00:00:00+00:00,SHORT_DCA,3,4797.07,116.8276,2.44,120.0
68,HBAR/USDT,2025-08-12T00:00:00+00:00,2025-08-14T00:00:00+00:00,SHORT_DCA,1,2227.33,95.7325,4.3,48.0
69,HBAR/USDT,2025-08-15T00:00:00+00:00,2025-08-19T00:00:00+00:00,SHORT_DCA,1,2258.9,128.1383,5.67,96.0
70,HBAR/USDT,2025-08-20T00:00:00+00:00,2025-08-21T00:00:00+00:00,SHORT_DCA,1,2302.65,56.3542,2.45,24.0
71,HBAR/USDT,2025-08-22T00:00:00+00:00,2025-08-24T00:00:00+00:00,SHORT_DCA,1,2320.45,73.8226,3.18,48.0
72,HBAR/USDT,2025-08-25T00:00:00+00:00,2025-08-29T00:00:00+00:00,SHORT_DCA,2,3985.07,115.1705,2.89,96.0
73,HBAR/USDT,2025-08-30T00:00:00+00:00,2025-08-31T00:00:00+00:00,SHORT_DCA,1,2380.9,67.339,2.83,24.0
74,HBAR/USDT,2025-09-01T00:00:00+00:00,2025-09-04T00:00:00+00:00,SHORT_DCA,2,4084.0,64.8303,1.59,72.0
75,HBAR/USDT,2025-09-05T00:00:00+00:00,2025-09-06T00:00:00+00:00,SHORT_DCA,1,2422.45,39.5862,1.63,24.0
76,HBAR/USDT,2025-09-07T00:00:00+00:00,2025-09-22T00:00:00+00:00,SHORT_DCA,5,6751.77,169.8168,2.52,360.0
77,HBAR/USDT,2025-09-23T00:00:00+00:00,2025-09-25T00:00:00+00:00,SHORT_DCA,1,2488.46,117.5276,4.72,48.0
78,HBAR/USDT,2025-09-26T00:00:00+00:00,2025-10-05T00:00:00+00:00,SHORT_DCA,3,5535.49,96.0566,1.74,216.0
79,HBAR/USDT,2025-10-06T00:00:00+00:00,2025-10-07T00:00:00+00:00,SHORT_DCA,1,2557.49,119.7013,4.68,24.0
80,HBAR/USDT,2025-10-08T00:00:00+00:00,2025-10-09T00:00:00+00:00,SHORT_DCA,1,2597.34,74.6314,2.87,24.0
81,HBAR/USDT,2025-10-10T00:00:00+00:00,2025-10-16T00:00:00+00:00,SHORT_DCA,5,7268.67,133.171,1.83,144.0
82,HBAR/USDT,2025-10-17T00:00:00+00:00,2025-11-04T00:00:00+00:00,SHORT_DCA,9,8517.3,139.2454,1.63,432.0
83,HBAR/USDT,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,SHORT_DCA,1,2705.85,161.3552,5.96,24.0
84,HBAR/USDT,2025-11-07T00:00:00+00:00,2025-11-11T00:00:00+00:00,SHORT_DCA,2,4694.32,141.3116,3.01,96.0
85,HBAR/USDT,2025-11-12T00:00:00+00:00,2025-11-13T00:00:00+00:00,SHORT_DCA,1,2806.57,133.6051,4.76,24.0
86,HBAR/USDT,2025-11-14T00:00:00+00:00,2025-11-16T00:00:00+00:00,SHORT_DCA,1,2851.13,108.4479,3.8,48.0
87,HBAR/USDT,2025-11-17T00:00:00+00:00,2025-11-19T00:00:00+00:00,SHORT_DCA,2,4906.99,91.7087,1.87,48.0
88,HBAR/USDT,2025-11-20T00:00:00+00:00,2025-11-21T00:00:00+00:00,SHORT_DCA,1,2915.07,112.4865,3.86,24.0
89,HBAR/USDT,2025-11-22T00:00:00+00:00,2025-12-01T00:00:00+00:00,SHORT_DCA,3,6464.38,290.258,4.49,216.0
90,HBAR/USDT,2025-12-02T00:00:00+00:00,2025-12-04T00:00:00+00:00,SHORT_DCA,1,3047.94,103.5943,3.4,48.0
91,HBAR/USDT,2025-12-05T00:00:00+00:00,2025-12-07T00:00:00+00:00,SHORT_DCA,1,3081.37,63.2695,2.05,48.0
92,HBAR/USDT,2025-12-08T00:00:00+00:00,2025-12-11T00:00:00+00:00,SHORT_DCA,2,5272.02,225.9352,4.29,72.0
93,HBAR/USDT,2025-12-12T00:00:00+00:00,2025-12-14T00:00:00+00:00,SHORT_DCA,1,3175.67,133.8421,4.21,48.0
94,HBAR/USDT,2025-12-15T00:00:00+00:00,2025-12-17T00:00:00+00:00,SHORT_DCA,1,3219.71,111.4846,3.46,48.0
95,HBAR/USDT,2025-12-18T00:00:00+00:00,2025-12-31T00:00:00+00:00,SHORT_DCA,3,7130.09,166.6167,2.34,312.0
96,HBAR/USDT,2026-01-01T00:00:00+00:00,2026-01-10T00:00:00+00:00,SHORT_DCA,4,8379.8,178.3291,2.13,216.0
97,HBAR/USDT,2026-01-11T00:00:00+00:00,2026-01-12T00:00:00+00:00,SHORT_DCA,1,3364.18,62.3565,1.85,24.0
98,HBAR/USDT,2026-01-13T00:00:00+00:00,2026-01-15T00:00:00+00:00,SHORT_DCA,1,3383.62,114.9483,3.4,48.0
99,HBAR/USDT,2026-01-16T00:00:00+00:00,2026-01-18T00:00:00+00:00,SHORT_DCA,1,3420.73,176.1961,5.15,48.0
100,HBAR/USDT,2026-01-19T00:00:00+00:00,2026-01-20T00:00:00+00:00,SHORT_DCA,1,3480.07,148.8435,4.28,24.0
101,HBAR/USDT,2026-01-21T00:00:00+00:00,2026-01-25T00:00:00+00:00,SHORT_DCA,1,3529.13,174.5969,4.95,96.0
102,HBAR/USDT,2026-01-26T00:00:00+00:00,2026-01-29T00:00:00+00:00,SHORT_DCA,1,3587.64,165.3189,4.61,72.0
103,HBAR/USDT,2026-01-30T00:00:00+00:00,2026-01-31T00:00:00+00:00,SHORT_DCA,1,3642.57,190.7671,5.24,24.0
104,HBAR/USDT,2026-02-01T00:00:00+00:00,2026-02-05T00:00:00+00:00,SHORT_DCA,2,6301.84,651.6618,10.34,96.0
105,HBAR/USDT,2026-02-06T00:00:00+00:00,2026-02-11T00:00:00+00:00,SHORT_DCA,1,3963.98,90.2442,2.28,120.0
106,HBAR/USDT,2026-02-12T00:00:00+00:00,2026-02-23T00:00:00+00:00,SHORT_DCA,3,8743.31,194.6918,2.23,264.0
108,ATOM/USDT,2024-10-01T00:00:00+00:00,2024-10-04T00:00:00+00:00,LONG_DCA,1,750.0,30.0608,4.01,72.0
109,ATOM/USDT,2024-10-05T00:00:00+00:00,2024-10-14T00:00:00+00:00,LONG_DCA,4,1922.59,31.318,1.63,216.0
110,ATOM/USDT,2024-10-15T00:00:00+00:00,2024-10-20T00:00:00+00:00,LONG_DCA,2,1306.3,84.2324,6.45,120.0
111,ATOM/USDT,2024-10-21T00:00:00+00:00,2024-11-08T00:00:00+00:00,LONG_DCA,8,2493.1,55.0813,2.21,432.0
112,ATOM/USDT,2024-11-09T00:00:00+00:00,2024-11-10T00:00:00+00:00,LONG_DCA,1,810.21,80.1081,9.89,24.0
113,ATOM/USDT,2024-11-11T00:00:00+00:00,2024-11-16T00:00:00+00:00,LONG_DCA,4,2113.13,304.8636,14.43,120.0
114,ATOM/USDT,2024-11-17T00:00:00+00:00,2024-11-18T00:00:00+00:00,LONG_DCA,1,925.7,126.5496,13.67,24.0
115,ATOM/USDT,2024-11-19T00:00:00+00:00,2024-11-21T00:00:00+00:00,LONG_DCA,1,963.66,24.7843,2.57,48.0
116,ATOM/USDT,2024-11-22T00:00:00+00:00,2024-11-23T00:00:00+00:00,LONG_DCA,1,971.1,86.5629,8.91,24.0
117,ATOM/USDT,2024-11-24T00:00:00+00:00,2024-11-29T00:00:00+00:00,LONG_DCA,3,2183.58,123.5317,5.66,120.0
118,ATOM/USDT,2024-11-30T00:00:00+00:00,2024-12-01T00:00:00+00:00,LONG_DCA,1,1034.13,40.2891,3.9,24.0
119,ATOM/USDT,2024-12-02T00:00:00+00:00,2024-12-04T00:00:00+00:00,LONG_DCA,1,1046.21,39.6923,3.79,48.0
120,ATOM/USDT,2024-12-05T00:00:00+00:00,2024-12-06T00:00:00+00:00,LONG_DCA,1,1058.12,90.8762,8.59,24.0
121,ATOM/USDT,2024-12-07T00:00:00+00:00,2024-12-12T00:00:00+00:00,LONG_DCA,3,2376.99,-13.3957,-0.56,120.0
122,ATOM/USDT,2024-12-13T00:00:00+00:00,2024-12-14T00:00:00+00:00,SHORT_DCA,1,1081.37,25.5055,2.36,24.0
123,ATOM/USDT,2024-12-15T00:00:00+00:00,2024-12-16T00:00:00+00:00,SHORT_DCA,1,1089.41,25.3928,2.33,24.0
124,ATOM/USDT,2024-12-17T00:00:00+00:00,2024-12-18T00:00:00+00:00,SHORT_DCA,1,1097.41,92.8098,8.46,24.0
125,ATOM/USDT,2024-12-19T00:00:00+00:00,2024-12-21T00:00:00+00:00,SHORT_DCA,1,1131.73,44.5003,3.93,48.0
