deal_id,symbol,open_time,close_time,regime,layers,invested,pnl,return_pct,duration_h
65,HYPE/USDC,2026-03-01T14:00:00+00:00,2026-03-01T15:00:00+00:00,LONG_DCA,1,641.06,10.2017,1.59,1.0
66,HYPE/USDC,2026-03-01T16:00:00+00:00,2026-03-01T18:00:00+00:00,LONG_DCA,1,644.08,14.3846,2.23,2.0
47,NEAR/USDT,2026-03-01T14:00:00+00:00,2026-03-02T01:00:00+00:00,LONG_DCA,1,1016.56,15.3734,1.51,11.0
55,DOT/USDT,2026-03-01T14:00:00+00:00,2026-03-02T01:00:00+00:00,LONG_DCA,1,925.23,22.5609,2.44,11.0
67,HYPE/USDC,2026-03-01T19:00:00+00:00,2026-03-02T01:00:00+00:00,LONG_DCA,1,648.36,13.3144,2.05,6.0
73,JUP/USDT,2026-03-01T14:00:00+00:00,2026-03-02T03:00:00+00:00,LONG_DCA,1,626.4,10.0175,1.6,13.0
48,NEAR/USDT,2026-03-02T02:00:00+00:00,2026-03-02T05:00:00+00:00,LONG_DCA,1,1021.18,15.1916,1.49,3.0
49,NEAR/USDT,2026-03-02T06:00:00+00:00,2026-03-02T14:00:00+00:00,LONG_DCA,1,1025.67,67.6486,6.6,8.0
61,TAO/USDT,2026-03-01T14:00:00+00:00,2026-03-02T14:00:00+00:00,LONG_DCA,1,646.55,10.5542,1.63,24.0
74,JUP/USDT,2026-03-02T04:00:00+00:00,2026-03-02T14:00:00+00:00,LONG_DCA,1,629.41,23.8759,3.79,10.0
58,INJ/USDT,2026-03-01T14:00:00+00:00,2026-03-02T15:00:00+00:00,LONG_DCA,1,869.97,16.5945,1.91,25.0
68,HYPE/USDC,2026-03-02T02:00:00+00:00,2026-03-02T16:00:00+00:00,LONG_DCA,1,652.32,26.4701,4.06,14.0
50,NEAR/USDT,2026-03-02T15:00:00+00:00,2026-03-02T19:00:00+00:00,LONG_DCA,1,1045.91,17.2324,1.65,4.0
51,NEAR/USDT,2026-03-02T20:00:00+00:00,2026-03-02T21:00:00+00:00,LONG_DCA,1,1051.01,35.9451,3.42,1.0
52,NEAR/USDT,2026-03-02T22:00:00+00:00,2026-03-03T01:00:00+00:00,LONG_DCA,1,1061.73,19.8207,1.87,3.0
53,NEAR/USDT,2026-03-03T02:00:00+00:00,2026-03-03T03:00:00+00:00,LONG_DCA,1,1067.62,31.4333,2.94,1.0
75,JUP/USDT,2026-03-02T15:00:00+00:00,2026-03-04T07:00:00+00:00,LONG_DCA,2,1082.07,16.2725,1.5,40.0
56,DOT/USDT,2026-03-02T02:00:00+00:00,2026-03-04T08:00:00+00:00,LONG_DCA,2,1584.33,29.2053,1.84,54.0
62,TAO/USDT,2026-03-02T15:00:00+00:00,2026-03-04T08:00:00+00:00,LONG_DCA,2,1104.49,44.5682,4.04,41.0
