deal_id,symbol,open_time,close_time,regime,layers,invested,pnl,return_pct,duration_h
25,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,DCA,2,1502.75,5.089,0.34,0.0
26,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,MARKUP,2,298.0,-191.4903,-64.26,0.0
27,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,DCA,2,379.28,6.3279,1.67,0.0
28,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,DCA,4,1048.81,16.4436,1.57,0.0
29,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,DCA,2,1399.08,3.9052,0.28,0.0
30,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,MARKUP,2,277.21,421.6758,152.12,0.0
31,SOL/USDC,2026-02-27T19:03:48.081795+00:00,2026-02-27T19:03:48.081795+00:00,MARKDOWN,3,1861.79,995.1574,53.45,0.0
32,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,DCA,1,180.0,3.0866,1.71,0.0
33,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,DCA,3,1674.29,10.8253,0.65,0.0
34,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,DCA,2,648.23,12.7291,1.96,0.0
35,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,DCA,1,271.92,12.0135,4.42,0.0
36,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,DCA,4,1799.17,-105.7748,-5.88,0.0
37,LINK/USDC,2026-02-27T19:03:49.945477+00:00,2026-02-27T19:03:49.945477+00:00,MARKDOWN,3,2622.19,-301.3058,-11.49,0.0
38,LINK/USDC,2026-02-27T19:03:51.140089+00:00,2026-02-27T19:03:51.140089+00:00,DCA,1,243.47,5.9203,2.43,0.0
39,LINK/USDC,2026-02-27T19:03:51.140089+00:00,2026-02-27T19:03:51.140089+00:00,DCA,2,2130.04,9.4365,0.44,0.0
40,LINK/USDC,2026-02-27T19:03:51.140089+00:00,2026-02-27T19:03:51.140089+00:00,MARKUP,2,423.01,1496.453,353.76,0.0
41,LINK/USDC,2026-02-27T19:03:51.140089+00:00,2026-02-27T19:03:51.140089+00:00,MARKDOWN,3,3425.77,1735.5355,50.66,0.0
42,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,2,1572.0,4.8202,0.31,0.0
43,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,3,2361.25,48.9773,2.07,0.0
44,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,MARKUP,2,5274.99,982.4746,18.63,0.0
45,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,1,628.94,12.7733,2.03,0.0
46,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,2,5500.81,14.5039,0.26,0.0
47,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,MARKUP,2,1089.67,2214.2486,203.2,0.0
48,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,1,783.04,48.0953,6.14,0.0
49,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,DCA,3,3346.15,-99.069,-2.96,0.0
50,XRP/USDC,2026-02-27T19:03:53.023869+00:00,2026-02-27T19:03:53.023869+00:00,MARKDOWN,3,7707.06,3289.243,42.68,0.0
